Last_Name/Surname	Total1	American_Indian_and_Alaskan_Native2	Percentage3	Rank4	U.S._Rank5
MEAD	22,727	159	0.70%	1,800	1,578
CYPRESS	900	159	17.67%	1,801	26,949
VANDUNK	820	159	19.39%	1,802	28,967
CONNOR	29,346	158	0.54%	1,803	1,207
DEWITT	26,348	158	0.60%	1,804	1,338
EPPERSON	12,884	158	1.23%	1,805	2,798
BASSETT	20,482	158	0.77%	1,806	1,750
ROSALES	75,185	158	0.21%	1,807	431
KILGORE	21,627	158	0.73%	1,808	1,667
RAINEY	23,291	158	0.68%	1,809	1,545
ALEX	5,476	158	2.89%	1,810	6,242
LABARGE	3,270	158	4.83%	1,811	9,890
HERNE	592	158	26.69%	1,812	37,591
REANO	548	158	28.83%	1,813	40,016
CHINANA	173	158	91.33%	1,814	103,655
WHITEPLUME	167	158	94.61%	1,815	106,570
WAUPOOSE	186	158	84.95%	1,816	97,671
BEDONI	175	157	89.71%	1,817	102,688
HOLLEY	30,231	157	0.52%	1,818	1,163
KIRKLAND	30,283	157	0.52%	1,819	1,161
MCCLOSKEY	10,756	157	1.46%	1,820	3,336
SYLVESTER	18,896	157	0.83%	1,821	1,901
RAGSDALE	12,227	157	1.28%	1,822	2,932
DREW	23,722	157	0.66%	1,823	1,513
RAVE	852	157	18.43%	1,824	28,100
KAMEROFF	173	157	90.75%	1,825	103,655
MERCULIEF	181	156	86.19%	1,826	99,845
FOURKILLER	195	156	80.00%	1,827	93,921
GOUGE	2,837	156	5.50%	1,828	11,156
TERRANCE	699	156	22.32%	1,829	32,834
HAZARD	4,054	156	3.85%	1,830	8,176
WHITFORD	4,793	156	3.25%	1,831	6,989
TIBBETTS	6,538	156	2.39%	1,832	5,327
FOLEY	51,865	156	0.30%	1,833	661
BURROWS	17,355	156	0.90%	1,834	2,085
STEIN	43,389	156	0.36%	1,835	796
DICKENS	18,123	156	0.86%	1,836	1,990
COPE	18,410	156	0.85%	1,837	1,964
WEBBER	26,405	156	0.59%	1,838	1,335
QUEEN	18,557	156	0.84%	1,839	1,945
KUMAR	25,986	156	0.60%	1,840	1,357
MANLEY	25,136	156	0.62%	1,841	1,413
FORBES	33,813	156	0.46%	1,842	1,028
PANTHER	1,300	156	12.00%	1,843	20,434
DEDMAN	1,238	155	12.52%	1,844	21,204
RUDD	14,732	155	1.05%	1,845	2,451
SALGADO	45,469	155	0.34%	1,846	759
AMBROSE	17,178	155	0.90%	1,847	2,107
ELLSWORTH	13,813	155	1.12%	1,848	2,611
WOODRUFF	26,286	155	0.59%	1,849	1,341
HUTCHINS	26,251	155	0.59%	1,850	1,344
INMAN	24,222	155	0.64%	1,851	1,474
CARDENAS	77,652	155	0.20%	1,852	418
THORPE	21,813	155	0.71%	1,853	1,651
LACROIX	8,003	155	1.94%	1,854	4,436
SPOTTEDHORSE	169	155	91.72%	1,855	105,600
DAYZIE	164	155	94.51%	1,856	108,199
GOODAY	210	155	73.81%	1,857	88,336
STATELY	268	155	57.84%	1,858	72,568
MANSON	7,663	154	2.01%	1,859	4,629
BEEBE	14,847	154	1.04%	1,860	2,441
KLINE	45,390	154	0.34%	1,861	761
NEEDHAM	10,983	154	1.40%	1,862	3,289
MUELLER	64,191	154	0.24%	1,863	523
LANDRY	39,391	154	0.39%	1,864	884
ROOT	20,284	154	0.76%	1,865	1,770
MATSON	12,320	154	1.25%	1,866	2,911
JEROME	9,131	154	1.69%	1,867	3,885
HAAS	34,918	154	0.44%	1,868	1,001
FUENTES	81,006	154	0.19%	1,869	394
HAND	22,006	154	0.70%	1,870	1,639
SALINAS	81,156	154	0.19%	1,871	393
BIGGS	22,641	154	0.68%	1,872	1,581
FRED	1,754	154	8.78%	1,873	16,407
FREEMONT	301	154	51.16%	1,874	65,782
STANDINGROCK	159	154	96.86%	1,875	110,825
LONEBEAR	173	154	89.02%	1,876	103,655
ARCOREN	168	153	91.07%	1,877	106,096
SPOTTEDEAGLE	164	153	93.29%	1,878	108,199
GANADONEGRO	158	153	96.84%	1,879	111,426
FALLIS	1,921	153	7.96%	1,880	15,284
HONEYCUTT	16,587	153	0.92%	1,881	2,192
JEWETT	8,330	153	1.84%	1,882	4,254
FRASER	25,961	153	0.59%	1,883	1,358
MADRID	25,854	153	0.59%	1,884	1,364
STROUD	24,211	153	0.63%	1,885	1,477
GAGNON	21,208	153	0.72%	1,886	1,697
RAINES	21,518	153	0.71%	1,887	1,676
DOOLEY	23,481	153	0.65%	1,888	1,527
DEMIENTIEFF	174	153	87.93%	1,889	103,181
MARACLE	399	153	38.35%	1,890	52,037
GOURD	506	152	30.04%	1,891	42,790
FREE	9,923	152	1.53%	1,892	3,586
PICKETT	31,611	152	0.48%	1,893	1,108
GOFF	32,298	152	0.47%	1,894	1,081
PRATER	19,484	152	0.78%	1,895	1,839
DENNEY	12,792	152	1.19%	1,896	2,821
SHEFFIELD	19,738	152	0.77%	1,897	1,817
ROPER	20,065	152	0.76%	1,898	1,787
SISK	12,365	152	1.23%	1,899	2,901
HURD	20,540	152	0.74%	1,900	1,743
MCCANN	35,408	152	0.43%	1,901	983
SANGSTER	2,702	152	5.63%	1,902	11,612
STALKER	3,452	152	4.40%	1,903	9,421
TROMBLEY	6,908	152	2.20%	1,904	5,074
BLANKS	6,229	152	2.44%	1,905	5,578
SUINA	179	152	84.92%	1,906	100,791
REDHORSE	182	152	83.52%	1,907	99,378
VALANDRA	230	152	66.09%	1,908	82,044
IRON	269	151	56.13%	1,909	72,332
COTTIER	550	151	27.45%	1,910	39,887
OSBURN	7,549	151	2.00%	1,911	4,699
WATT	15,211	151	0.99%	1,912	2,387
MEEK	14,970	151	1.01%	1,913	2,419
FINCH	30,769	151	0.49%	1,914	1,141
HERRON	26,559	151	0.57%	1,915	1,328
LITTLEFIELD	9,707	151	1.56%	1,916	3,670
AMMONS	8,904	151	1.70%	1,917	3,989
ROLAND	19,311	151	0.78%	1,918	1,860
LOONEY	12,910	151	1.17%	1,919	2,795
KAISER	33,480	151	0.45%	1,920	1,039
DUVALL	19,844	151	0.76%	1,921	1,811
CARMAN	11,302	151	1.34%	1,922	3,198
HELMS	23,949	151	0.63%	1,923	1,493
KINSEL	1,060	151	14.25%	1,924	23,837
CHARBONEAU	2,117	151	7.13%	1,925	14,184
NEPHEW	1,231	151	12.27%	1,926	21,288
TRIMBLE	16,306	150	0.92%	1,927	2,235
HERNDON	19,183	150	0.78%	1,928	1,871
DOBSON	19,419	150	0.77%	1,929	1,846
MOOSE	3,459	150	4.34%	1,930	9,399
CLYDE	3,658	150	4.10%	1,931	8,950
SILVAS	4,963	150	3.02%	1,932	6,798
WESAW	211	150	71.09%	1,933	88,020
GLADUE	530	150	28.30%	1,934	41,100
PICOTTE	594	150	25.25%	1,935	37,492
JUMBO	336	150	44.64%	1,936	60,045
PEACHES	365	149	40.82%	1,937	56,073
MIX	5,344	149	2.79%	1,938	6,370
CONN	15,089	149	0.99%	1,939	2,404
MORA	57,464	149	0.26%	1,940	583
BERGER	43,851	149	0.34%	1,941	785
GRADY	26,103	149	0.57%	1,942	1,355
COSTA	38,265	149	0.39%	1,943	904
MATLOCK	12,599	149	1.18%	1,944	2,861
OTERO	20,937	149	0.71%	1,945	1,716
POORBEAR	159	149	93.71%	1,946	110,825
LONEWOLF	189	149	78.84%	1,947	96,368
GODDARD	15,599	148	0.95%	1,948	2,335
COATS	15,943	148	0.93%	1,949	2,286
ONEIL	28,949	148	0.51%	1,950	1,220
FIGUEROA	98,468	148	0.15%	1,951	316
KAY	24,337	148	0.61%	1,952	1,467
CERVANTES	82,161	148	0.18%	1,953	387
SOLIS	82,146	148	0.18%	1,954	388
BUCKLES	4,623	148	3.20%	1,955	7,220
ROSETTA	549	148	26.96%	1,956	39,960
HEAVYRUNNER	161	148	91.93%	1,957	109,758
TALAYUMPTEWA	153	148	96.73%	1,958	114,424
KESSAY	165	147	89.09%	1,959	107,669
CRUTCHER	6,004	147	2.45%	1,960	5,769
PENDLETON	16,751	147	0.88%	1,961	2,168
BELCHER	28,321	147	0.52%	1,962	1,243
KEEL	8,682	147	1.69%	1,963	4,090
HEDRICK	18,804	147	0.78%	1,964	1,918
ROE	25,286	147	0.58%	1,965	1,406
BREWSTER	19,564	147	0.75%	1,966	1,830
RAINS	11,737	147	1.25%	1,967	3,055
KISTO	193	147	76.17%	1,968	94,730
OWLE	227	147	64.76%	1,969	82,908
WHITEHAWK	192	146	76.04%	1,970	95,115
PRATHER	15,860	146	0.92%	1,971	2,298
MEJIA	104,057	146	0.14%	1,972	300
ABRAMS	25,534	146	0.57%	1,973	1,387
ROMAN	72,918	146	0.20%	1,974	452
DONALDSON	36,558	146	0.40%	1,975	950
NORWOOD	22,461	146	0.65%	1,976	1,596
KOENIG	22,499	146	0.65%	1,977	1,592
WALLIS	11,594	146	1.26%	1,978	3,104
LORING	3,720	146	3.92%	1,979	8,802
BIBLE	4,700	146	3.11%	1,980	7,119
WHITEFACE	155	146	94.19%	1,981	113,155
DOSELA	149	146	97.99%	1,982	116,829
BIRDINGROUND	149	145	97.32%	1,983	116,829
WHITEEYES	165	145	87.88%	1,984	107,669
AYZE	156	145	92.95%	1,985	112,568
VANDIVER	6,263	145	2.32%	1,986	5,551
WILLOUGHBY	16,111	145	0.90%	1,987	2,257
WOODALL	16,260	145	0.89%	1,988	2,243
CHRISTOPHER	29,067	145	0.50%	1,989	1,214
ROUSSEAU	8,270	145	1.75%	1,990	4,297
WAITERS	19,853	145	0.73%	1,991	1,809
GUNTER	24,513	145	0.59%	1,992	1,457
STEWARD	22,318	145	0.65%	1,993	1,610
DUNHAM	22,362	145	0.65%	1,994	1,604
GOOD	35,446	145	0.41%	1,995	981
ANDERSEN	36,150	145	0.40%	1,996	963
ALDRIDGE	23,034	145	0.63%	1,997	1,562
CONCHA	1,947	145	7.45%	1,998	15,147
NOMEE	188	145	77.13%	1,999	96,799
MOQUINO	192	145	75.52%	2,000	95,115
ZUNI	202	145	71.78%	2,001	91,221
DUGI	259	145	55.98%	2,002	74,608
KALAMA	666	145	21.77%	2,003	34,110
BELCOURT	604	145	24.01%	2,004	36,970
MONTES	48,142	144	0.30%	2,005	723
SCHAEFER	41,063	144	0.35%	2,006	841
CHERRY	35,877	144	0.40%	2,007	970
MAGEE	27,720	144	0.52%	2,008	1,269
BLAND	26,722	144	0.54%	2,009	1,315
ERVIN	25,698	144	0.56%	2,010	1,377
COLVIN	22,499	144	0.64%	2,011	1,592
CORNELL	21,558	144	0.67%	2,012	1,672
PRESCOTT	16,975	144	0.85%	2,013	2,134
ROLIN	889	144	16.20%	2,014	27,204
CISCO	3,042	144	4.73%	2,015	10,541
TRANCOSA	163	144	88.34%	2,016	108,734
TSETHLIKAI	149	144	96.64%	2,017	116,829
LITTLEBIRD	170	144	84.71%	2,018	105,079
WHITEBEAR	232	144	62.07%	2,019	81,458
CONCHO	207	144	69.57%	2,020	89,403
OSIFE	176	144	81.82%	2,021	102,197
CHIAGO	176	144	81.82%	2,022	102,197
BALLOT	280	143	51.07%	2,023	69,996
CORBINE	275	143	52.00%	2,024	71,042
CRESPIN	2,734	143	5.23%	2,025	11,504
SUAZO	5,921	143	2.42%	2,026	5,843
ROUILLARD	1,116	143	12.81%	2,027	22,924
CASTANEDA	71,368	143	0.20%	2,028	464
KOCH	49,395	143	0.29%	2,029	698
EWING	33,314	143	0.43%	2,030	1,049
SEWELL	22,294	143	0.64%	2,031	1,614
DAHL	21,598	143	0.66%	2,032	1,669
BEAL	20,752	143	0.69%	2,033	1,726
GERMAN	16,661	143	0.86%	2,034	2,182
SHIPMAN	15,581	143	0.92%	2,035	2,339
BEAVERS	15,531	143	0.92%	2,036	2,348
MARION	14,777	143	0.97%	2,037	2,446
CARNES	14,487	143	0.99%	2,038	2,493
KEYONNIE	144	143	99.31%	2,039	120,187
BITSIE	148	143	96.62%	2,040	117,480
MADPLUME	151	142	94.04%	2,041	115,639
BITSUIE	151	142	94.04%	2,042	115,639
TODACHEENE	148	142	95.95%	2,043	117,480
GUERUE	170	142	83.53%	2,044	105,079
NOTAFRAID	144	142	98.61%	2,045	120,187
DRYWATER	196	142	72.45%	2,046	93,513
POSTOAK	215	142	66.05%	2,047	86,645
PRINTUP	596	142	23.83%	2,048	37,391
MAYER	39,555	142	0.36%	2,049	880
SHOEMAKER	30,934	142	0.46%	2,050	1,133
KENDRICK	27,915	142	0.51%	2,051	1,259
HAMM	26,726	142	0.53%	2,052	1,314
PADGETT	25,413	142	0.56%	2,053	1,397
VINSON	25,341	142	0.56%	2,054	1,401
KEYES	18,252	142	0.78%	2,055	1,979
MCLAIN	17,152	142	0.83%	2,056	2,109
GUNDERSON	13,742	142	1.03%	2,057	2,624
WATERMAN	12,177	142	1.17%	2,058	2,947
GROOMS	11,045	142	1.29%	2,059	3,267
BRACKETT	11,027	142	1.29%	2,060	3,278
DANA	5,723	142	2.48%	2,061	6,008
MARIA	4,500	141	3.13%	2,062	7,395
RANKIN	28,821	141	0.49%	2,063	1,229
HARP	13,646	141	1.03%	2,064	2,638
FORET	2,881	141	4.89%	2,065	11,035
EDDIE	1,589	141	8.87%	2,066	17,668
COLELAY	143	141	98.60%	2,067	120,901
YEPA	155	141	90.97%	2,068	113,155
TODACHEENIE	149	141	94.63%	2,069	116,829
REDOWL	156	140	89.74%	2,070	112,568
ARELLANO	50,104	140	0.28%	2,071	687
DELANEY	33,218	140	0.42%	2,072	1,057
GIBBONS	29,824	140	0.47%	2,073	1,183
HOLLIS	28,617	140	0.49%	2,074	1,233
LANGSTON	19,742	140	0.71%	2,075	1,816
OGDEN	18,860	140	0.74%	2,076	1,906
SKAGGS	17,778	140	0.79%	2,077	2,028
BARGER	14,324	140	0.98%	2,078	2,528
BRISCOE	13,728	140	1.02%	2,079	2,629
WILLIAM	13,373	140	1.05%	2,080	2,694
LANKFORD	11,834	140	1.18%	2,081	3,028
APODACA	11,280	140	1.24%	2,082	3,202
BELT	8,737	140	1.60%	2,083	4,065
OSUNA	7,601	140	1.84%	2,084	4,666
DECORA	253	140	55.34%	2,085	76,029
CUNY	615	140	22.76%	2,086	36,379
ELK	554	140	25.27%	2,087	39,659
WHITLEY	26,732	139	0.52%	2,088	1,313
SIMONS	25,755	139	0.54%	2,089	1,371
TOMLINSON	25,274	139	0.55%	2,090	1,407
AMES	22,385	139	0.62%	2,091	1,598
LAND	21,116	139	0.66%	2,092	1,704
HATTON	12,090	139	1.15%	2,093	2,966
BULL	11,646	139	1.19%	2,094	3,088
COUTURE	8,508	139	1.63%	2,095	4,165
NICOLAI	2,017	139	6.89%	2,096	14,734
TURNEY	6,803	139	2.04%	2,097	5,145
GREGOIRE	5,757	139	2.41%	2,098	5,976
LEAF	3,111	139	4.47%	2,099	10,358
BOIVIN	2,265	139	6.14%	2,100	13,445
AHASTEEN	149	139	93.29%	2,101	116,829
KALLESTEWA	142	139	97.89%	2,102	121,590
YOUNGBIRD	185	139	75.14%	2,103	98,099
NOFIRE	175	139	79.43%	2,104	102,688
WILDCAT	183	138	75.41%	2,105	98,982
GOPHER	185	138	74.59%	2,106	98,099
WHITFIELD	29,962	138	0.46%	2,107	1,171
RICO	25,954	138	0.53%	2,108	1,359
YEAGER	22,634	138	0.61%	2,109	1,582
LAYTON	19,504	138	0.71%	2,110	1,836
ACUNA	16,683	138	0.83%	2,111	2,179
CHRISTY	13,750	138	1.00%	2,112	2,621
BLAYLOCK	10,008	138	1.38%	2,113	3,563
LAVENDER	7,744	138	1.78%	2,114	4,583
VANPELT	6,685	138	2.06%	2,115	5,222
BUCKMAN	5,868	138	2.35%	2,116	5,881
LASILOO	145	138	95.17%	2,117	119,508
BULLBEAR	146	137	93.84%	2,118	118,853
LITTLEWHITEMAN	142	137	96.48%	2,119	121,590
DAZEN	167	137	82.04%	2,120	106,570
CUCH	178	137	76.97%	2,121	101,247
MINGO	4,899	137	2.80%	2,122	6,866
LAFORGE	2,231	137	6.14%	2,123	13,588
IVINS	1,456	137	9.41%	2,124	18,808
DELACRUZ	72,109	137	0.19%	2,125	458
RUBIO	50,788	137	0.27%	2,126	673
TOMPKINS	24,056	137	0.57%	2,127	1,485
PHIPPS	23,610	137	0.58%	2,128	1,519
HAMLIN	16,871	137	0.81%	2,129	2,150
BEANS	1,111	137	12.33%	2,130	23,002
MANEY	3,355	136	4.05%	2,131	9,672
GARROW	2,770	136	4.91%	2,132	11,383
FERNANDO	5,596	136	2.43%	2,133	6,123
TYNDALL	4,786	136	2.84%	2,134	6,999
ENCINAS	4,369	136	3.11%	2,135	7,609
BOOKER	36,840	136	0.37%	2,136	941
CONNELLY	23,398	136	0.58%	2,137	1,537
COYLE	19,931	136	0.68%	2,138	1,800
COLEY	15,671	136	0.87%	2,139	2,326
ARMENTA	15,078	136	0.90%	2,140	2,406
TALL	1,920	136	7.08%	2,141	15,289
KENTON	1,529	136	8.89%	2,142	18,198
RATTLER	891	136	15.26%	2,143	27,164
BLACKELK	152	136	89.47%	2,144	115,034
BOBELU	139	136	97.84%	2,145	123,796
WHITEWATER	224	136	60.71%	2,146	83,834
COHO	268	136	50.75%	2,147	72,568
MOSE	2,044	135	6.60%	2,148	14,571
LENOIR	3,534	135	3.82%	2,149	9,222
SIX	3,497	135	3.86%	2,150	9,311
ONEILL	50,028	135	0.27%	2,151	689
BRANDT	36,613	135	0.37%	2,152	948
WINTER	31,310	135	0.43%	2,153	1,119
MCGINNIS	26,953	135	0.50%	2,154	1,303
CHILDRESS	24,937	135	0.54%	2,155	1,424
FIELD	24,543	135	0.55%	2,156	1,452
POLLOCK	23,310	135	0.58%	2,157	1,543
GEE	23,241	135	0.58%	2,158	1,547
OTTO	22,558	135	0.60%	2,159	1,587
BRANTLEY	21,395	135	0.63%	2,160	1,684
GIFFORD	19,514	135	0.69%	2,161	1,834
MALLORY	17,578	135	0.77%	2,162	2,048
PEDERSON	14,370	135	0.94%	2,163	2,520
BALES	13,326	135	1.01%	2,164	2,704
SALVADOR	13,021	135	1.04%	2,165	2,772
SALWAY	643	135	21.00%	2,166	35,057
IVANOFF	578	135	23.36%	2,167	38,332
GUNVILLE	382	135	35.34%	2,168	54,055
HONANIE	150	135	90.00%	2,169	116,201
FERRELL	33,418	134	0.40%	2,170	1,043
PIERSON	27,983	134	0.48%	2,171	1,254
GUNN	23,524	134	0.57%	2,172	1,525
RAMEY	22,287	134	0.60%	2,173	1,616
IRVIN	21,263	134	0.63%	2,174	1,695
BARNARD	20,366	134	0.66%	2,175	1,760
DUPREE	16,794	134	0.80%	2,176	2,161
LIGHT	16,769	134	0.80%	2,177	2,164
KERNS	15,614	134	0.86%	2,178	2,333
DENSON	12,419	134	1.08%	2,179	2,893
MERCIER	8,149	134	1.64%	2,180	4,361
HEDGEPETH	3,327	134	4.03%	2,181	9,741
ARCHAMBEAU	1,055	134	12.70%	2,182	23,920
CAMBRIDGE	1,602	134	8.36%	2,183	17,559
HAHN	40,250	133	0.33%	2,184	859
LYON	27,690	133	0.48%	2,185	1,271
HOSKINS	24,581	133	0.54%	2,186	1,449
LORD	23,405	133	0.57%	2,187	1,535
YBARRA	22,211	133	0.60%	2,188	1,619
JEFFERS	17,455	133	0.76%	2,189	2,073
JERNIGAN	15,889	133	0.84%	2,190	2,294
EDGE	11,556	133	1.15%	2,191	3,119
BOX	10,098	133	1.32%	2,192	3,538
SWALLOW	2,891	133	4.60%	2,193	11,003
BAGOLA	161	133	82.61%	2,194	109,758
CHUCULATE	214	133	62.15%	2,195	86,981
MCCURTAIN	382	133	34.82%	2,196	54,055
LARNEY	457	133	29.10%	2,197	46,568
BARBONE	512	133	25.98%	2,198	42,378
RHODD	330	132	40.00%	2,199	60,960
MALATERRE	164	132	80.49%	2,200	108,199
FRYBERG	164	132	80.49%	2,201	108,199
OLNEY	3,248	132	4.06%	2,202	9,932
MURILLO	45,558	132	0.29%	2,203	757
KRUEGER	36,743	132	0.36%	2,204	946
MINOR	30,702	132	0.43%	2,205	1,145
BURRELL	24,504	132	0.54%	2,206	1,458
JEWELL	23,187	132	0.57%	2,207	1,550
GRUBBS	15,773	132	0.84%	2,208	2,316
SEBASTIAN	13,934	132	0.95%	2,209	2,586
COTA	11,554	132	1.14%	2,210	3,120
SHANE	7,372	132	1.79%	2,211	4,796
QUINTON	3,452	132	3.82%	2,212	9,421
JOURDAIN	912	132	14.47%	2,213	26,695
BADONI	195	132	67.69%	2,214	93,921
TOBACCO	248	131	52.82%	2,215	77,264
BRAVEHEART	171	131	76.61%	2,216	104,602
DESCHEENIE	136	131	96.32%	2,217	126,018
NUMKENA	153	131	85.62%	2,218	114,424
BESTON	366	131	35.79%	2,219	55,962
PROCELL	842	131	15.56%	2,220	28,362
ARCHIE	7,035	131	1.86%	2,221	4,990
NGUYEN	437,645	131	0.03%	2,222	38
MACIAS	62,227	131	0.21%	2,223	538
HARTLEY	31,221	131	0.42%	2,224	1,124
ALBRIGHT	25,189	131	0.52%	2,225	1,410
CARLTON	21,202	131	0.62%	2,226	1,698
SAMS	16,014	131	0.82%	2,227	2,275
AIKEN	12,812	131	1.02%	2,228	2,816
ROJAS	108,421	130	0.12%	2,229	285
ZUNIGA	56,347	130	0.23%	2,230	600
SCHMITT	36,043	130	0.36%	2,231	967
WILLS	28,219	130	0.46%	2,232	1,244
STANFORD	21,295	130	0.61%	2,233	1,692
HIGHTOWER	20,065	130	0.65%	2,234	1,787
GAGE	16,614	130	0.78%	2,235	2,187
GOODSON	15,820	130	0.82%	2,236	2,308
DEVORE	11,445	130	1.14%	2,237	3,157
DOMINGO	11,012	130	1.18%	2,238	3,283
BENGE	4,995	130	2.60%	2,239	6,750
CHAISSON	3,179	130	4.09%	2,240	10,145
WAUKAU	163	130	79.75%	2,241	108,734
LITTLEWIND	132	130	98.48%	2,242	129,047
FRANKSON	541	130	24.03%	2,243	40,432
VICTORINO	2,218	129	5.82%	2,244	13,654
CORIA	5,625	129	2.29%	2,245	6,098
PARRA	36,765	129	0.35%	2,246	943
CHACON	27,982	129	0.46%	2,247	1,255
GUSTAFSON	26,421	129	0.49%	2,248	1,333
ELMORE	25,774	129	0.50%	2,249	1,369
FRIEND	17,635	129	0.73%	2,250	2,041
NUNN	16,769	129	0.77%	2,251	2,164
STAMPER	13,528	129	0.95%	2,252	2,666
WILBUR	9,527	129	1.35%	2,253	3,719
LOUIE	8,485	129	1.52%	2,254	4,175
TRACEY	8,152	129	1.58%	2,255	4,359
ROLLER	7,894	129	1.63%	2,256	4,492
MESHELL	961	129	13.42%	2,257	25,659
REDEYE	182	129	70.88%	2,258	99,378
BUSHYHEAD	214	129	60.28%	2,259	86,981
ESPINOSA	38,667	128	0.33%	2,260	896
RASMUSSEN	36,636	128	0.35%	2,261	947
FERREIRA	27,898	128	0.46%	2,262	1,260
DICKINSON	26,607	128	0.48%	2,263	1,324
DEVINE	23,775	128	0.54%	2,264	1,506
BOWLES	23,713	128	0.54%	2,265	1,514
STALEY	18,080	128	0.71%	2,266	1,998
MORELAND	17,832	128	0.72%	2,267	2,023
BLISS	14,588	128	0.88%	2,268	2,471
CROOK	14,526	128	0.88%	2,269	2,484
MCARTHUR	12,683	128	1.01%	2,270	2,844
SWANN	12,293	128	1.04%	2,271	2,916
FAIRCLOTH	8,954	128	1.43%	2,272	3,971
WARRINGTON	4,477	128	2.86%	2,273	7,441
BOBB	3,552	128	3.60%	2,274	9,184
GOODSHIELD	150	128	85.33%	2,275	116,201
GOGGLEYE	157	128	81.53%	2,276	111,988
KELLYWOOD	142	128	90.14%	2,277	121,590
LOONSFOOT	186	127	68.28%	2,278	97,671
VILLEBRUN	178	127	71.35%	2,279	101,247
MANHEIMER	386	127	32.90%	2,280	53,538
SHADE	7,148	127	1.78%	2,281	4,919
PARTON	6,039	127	2.10%	2,282	5,739
BERT	1,864	127	6.81%	2,283	15,663
RANGEL	57,549	127	0.22%	2,284	578
STERLING	25,894	127	0.49%	2,285	1,362
ZIEGLER	25,351	127	0.50%	2,286	1,400
MCWILLIAMS	20,523	127	0.62%	2,287	1,746
OLIVAS	20,106	127	0.63%	2,288	1,785
MANSFIELD	18,725	127	0.68%	2,289	1,923
LADD	16,112	127	0.79%	2,290	2,256
BALLEW	7,857	127	1.62%	2,291	4,514
FEATHERS	3,173	127	4.00%	2,292	10,167
COLEGROVE	2,629	127	4.83%	2,293	11,907
BOWKER	3,980	126	3.17%	2,294	8,328
WILLOW	819	126	15.38%	2,295	28,998
MOYER	37,050	126	0.34%	2,296	935
MCGRATH	34,871	126	0.36%	2,297	1,006
CROCKETT	23,769	126	0.53%	2,298	1,507
ARRINGTON	22,840	126	0.55%	2,299	1,573
TIMMONS	20,671	126	0.61%	2,300	1,734
CROCKER	20,370	126	0.62%	2,301	1,757
NORTH	20,343	126	0.62%	2,302	1,766
MCQUEEN	19,760	126	0.64%	2,303	1,814
HOPE	17,562	126	0.72%	2,304	2,052
LYTLE	12,970	126	0.97%	2,305	2,781
TROUT	12,758	126	0.99%	2,306	2,826
TULLY	9,081	126	1.39%	2,307	3,911
KAULAITY	183	126	68.85%	2,308	98,982
YELLOWBOY	136	126	92.65%	2,309	126,018
ADAKAI	151	126	83.44%	2,310	115,639
BILAGODY	138	125	90.58%	2,311	124,548
HALWOOD	133	125	93.98%	2,312	128,249
DUARTE	42,983	125	0.29%	2,313	808
LAW	32,122	125	0.39%	2,314	1,089
DARLING	18,879	125	0.66%	2,315	1,904
HASKINS	16,842	125	0.74%	2,316	2,154
BOUDREAUX	15,976	125	0.78%	2,317	2,282
BOSTON	15,814	125	0.79%	2,318	2,309
BRUNELLE	4,688	125	2.67%	2,319	7,133
TOURTILLOTT	396	125	31.57%	2,320	52,383
ROPE	343	124	36.15%	2,321	59,017
KILLSNIGHT	131	124	94.66%	2,322	129,825
WINDYBOY	128	124	96.88%	2,323	132,206
REDDAY	154	124	80.52%	2,324	113,791
BYINGTON	3,463	124	3.58%	2,325	9,393
MELENDEZ	56,230	124	0.22%	2,326	603
LANGE	30,984	124	0.40%	2,327	1,132
FLANAGAN	30,887	124	0.40%	2,328	1,134
HINKLE	22,983	124	0.54%	2,329	1,565
LEDBETTER	19,417	124	0.64%	2,330	1,847
BRANNON	16,136	124	0.77%	2,331	2,253
REICH	12,891	124	0.96%	2,332	2,796
GOODEN	11,335	124	1.09%	2,333	3,190
SALCIDO	10,776	124	1.15%	2,334	3,331
DEROCHE	2,434	124	5.09%	2,335	12,689
BARK	1,808	124	6.86%	2,336	16,041
TEEPLE	1,840	123	6.68%	2,337	15,824
NEPTUNE	1,668	123	7.37%	2,338	17,033
CALDERON	77,085	123	0.16%	2,339	421
BERNAL	39,693	123	0.31%	2,340	873
FRITZ	33,224	123	0.37%	2,341	1,055
ALSTON	30,693	123	0.40%	2,342	1,148
BOWLING	26,762	123	0.46%	2,343	1,311
CANADY	8,958	123	1.37%	2,344	3,970
BATTLES	7,702	123	1.60%	2,345	4,606
JANDREAU	1,223	123	10.06%	2,346	21,393
DESIDERIO	2,196	123	5.60%	2,347	13,775
LEASK	571	123	21.54%	2,348	38,691
REDFEATHER	154	123	79.87%	2,349	113,791
WHITEBUFFALO	144	123	85.42%	2,350	120,187
RUNNINGBEAR	138	122	88.41%	2,351	124,548
KAQUATOSH	162	122	75.31%	2,352	109,258
HORNBUCKLE	2,237	122	5.45%	2,353	13,551
BARRERA	60,998	122	0.20%	2,354	550
GABRIEL	26,578	122	0.46%	2,355	1,327
BURT	26,475	122	0.46%	2,356	1,331
CROUCH	23,923	122	0.51%	2,357	1,497
HOLBROOK	23,843	122	0.51%	2,358	1,502
COTE	21,446	122	0.57%	2,359	1,681
MILTON	20,703	122	0.59%	2,360	1,732
BOUCHER	20,050	122	0.61%	2,361	1,791
WAY	14,157	122	0.86%	2,362	2,552
